Price_return,Volumne_return,MA,Volatitly,SentimentScore,next_day_return
0.011385322,0.05462098722508979,0.005285382270812988,2.162276004972444,-0.5100718363997517,-0.0037142634
-0.0037142634,-0.13069315300084527,0.0041053493817647295,-0.0033517683195980977,-0.8072812317313177,-0.00011473894
-0.00011473894,0.04940732601444986,0.002518773078918457,0.027366375109036452,0.8639112465305594,-0.00022947788
-0.00022947788,0.11007690882134913,-0.001352826754252116,-1.4690286922740352,-0.24595484602911352,0.0056802034
0.0056802034,-0.22087738262680567,0.0017786622047424316,0.5199886521661717,-1.984844315473579,0.010326266
0.010326266,0.3616085538121996,0.005258997281392415,1.1386585553181312,0.8977681464394812,-0.0050821304
-0.0050821304,0.1631829287004143,0.0036414464314778647,0.8863647342784031,-0.6383939379199718,0.016516328
0.016516328,0.16305608826384455,0.007253487904866536,0.7763568635200133,0.23853832089583857,0.0008932352
0.0008932352,-0.09286703037211952,0.00410914421081543,0.20969923764339496,0.6667596830679072,-0.004462719
-0.004462719,0.039485916892676,0.004315614700317383,0.9003538338262371,0.3150420464157482,-0.008181155
-0.008181155,-0.16396248585200968,-0.003916879494984944,0.5436288442636193,-1.3529949330660367,0.0002259016
0.0002259016,0.20585718185372914,-0.004139324029286702,0.17378620566328754,-0.3831321071501868,-0.015928566
-0.015928566,0.5633682175404033,-0.007961273193359375,0.6566404424550543,0.0362229080270457,-0.017850995
-0.017850995,-0.187380515838928,-0.011184553305308024,0.5140665328719528,0.22412402107072876,0.0023376942
0.0023376942,-0.057453827445881234,-0.01048062245051066,0.32166062899723274,2.6440601527804946,-0.020698428
-0.020698428,0.29372812507983537,-0.012070576349894205,0.8312917089774449,1.9513436023168647,-0.0058943033
-0.0058943033,-0.09068253805262205,-0.008085012435913086,0.5217994244635146,0.44510890118638596,0.0027549267
0.0027549267,-0.29467601339466043,-0.007945934931437174,1.3374084756866282,2.010193098133022,0.002090454
0.002090454,0.4541994956725752,-0.0003496408462524414,-0.8197763233969515,-0.5266755118294258,-0.043390155
-0.043390155,0.8334180238319062,-0.012848258018493652,-1.0598009756643785,0.2167420157314713,-0.02498436
-0.02498436,-0.16000337206589843,-0.02209468682607015,0.5552287547038118,0.14247841649806645,0.041791797
0.041791797,-0.061792585769571806,-0.008860905965169271,-0.24969956182672323,0.10146428434978398,-0.021407127
-0.021407127,-0.2437613380263115,-0.001533230145772298,0.7352607249971161,-1.445555448807453,-0.027516603
-0.027516603,0.05390380672988604,-0.00237731138865153,-0.886907373766846,-1.8792453772676492,0.008121252
0.008121252,0.2993555859938777,-0.013600826263427734,-1.3518790897587591,-1.5507930261417284,0.040278792
0.040278792,-0.1394189544462776,0.006961146990458171,0.4714152984312147,0.07346772711036101,0.010017753
0.010017753,-0.4648229597415303,0.019472599029541016,-0.26451737673747794,1.1295018323851171,0.018437386
0.018437386,0.24872193479409632,0.02291131019592285,0.38357184568533526,0.2600118360601878,0.033578396
0.033578396,0.2583915817236604,0.020677844683329265,-0.4801920223216416,-0.640439432748108,-0.0032372475
-0.0032372475,-0.21450050051615732,0.016259511311848957,0.09171808543708848,-0.9499206089797336,-0.0033636093
-0.0033636093,-0.15545560669154046,0.008992513020833334,-1.4487113514298708,-1.3045261906644616,-0.004538834
-0.004538834,0.10436333092645267,-0.00371323029200236,-0.8611419225661658,-0.1731218341683725,0.008359075
0.008359075,-0.17292296032195054,0.00015221039454142252,-0.06344199053465233,-0.5646020620273566,0.017391324
0.017391324,0.09100765038606862,0.007070521513621013,-1.2587812691249496,-1.4777583301709867,0.019772053
0.019772053,0.12864511244395538,0.015174150466918945,0.5031278296172157,0.09937003421061967,-0.0032407641
-0.0032407641,0.020069597664704952,0.01130753755569458,0.40113059451265975,0.2765977311364818,-0.0015135407
-0.0015135407,-0.029438888617733694,0.0050059159596761065,-0.6985394045564367,-0.1660746298958635,-0.017516255
-0.017516255,0.291669864830171,-0.007423520088195801,-1.1261000436639017,0.33733517698227483,0.006914377
0.006914377,-0.21204049014384652,-0.004038472970326741,-1.8768211761893443,0.6840327961084719,0.0034618378
0.0034618378,-0.26141883809226607,-0.0023800134658813477,0.017378835848011844,-0.7728057111208395,-0.0008483529
-0.0008483529,-0.16241804981444574,0.003175954023996989,1.4542009265672657,0.03230354262607314,-0.009282827
-0.009282827,0.3327237951110831,-0.0022231141726175943,0.0744426188355127,1.3344299990028978,0.010912418
0.010912418,-0.25011118646206254,0.00026041269302368164,0.8204453745852346,0.0012504089732557724,0.01718092
0.01718092,0.3537925725894986,0.006270170211791992,1.8333776465686422,0.31314616112068866,0.009667754
0.009667754,0.0006804369710302627,0.012587030728658041,1.2630218049873079,1.978194734797865,-0.009630203
-0.009630203,-0.01594679434037838,0.005739490191141765,1.9426920657606512,1.2903613779714684,-0.0085014105
-0.0085014105,-0.07336204584536266,-0.0028212865193684897,1.8822688910701986,-0.4694307694876508,0.0011768341
0.0011768341,-0.22556897890249383,-0.005651593208312988,1.1882212427498908,-0.21892570103784825,-0.0035263896
-0.0035263896,0.7325468919002103,-0.0036169886589050293,1.9199753081809827,0.6099211639921245,-0.015279174
-0.015279174,-0.1511976997667791,-0.0058762431144714355,0.632109366179691,-0.5897351048109072,-0.00034224987
-0.00034224987,-0.41251778944473017,-0.006382604440053304,1.5333357737892694,-1.7010149029035668,-0.022654653
