2017-01-04,0.9344968,1.0,2.3331146,-20.158243,-2.5385644
2017-01-05,1.1022971,0.9130434782608695,-2.5385644,-17.921982,1.3367225
2017-01-06,0.8313522,1.0,1.3367225,-16.40157,4.054336
2017-01-09,1.1039267,1.0,4.054336,11.349738,-0.75503397
2017-01-10,0.95401067,0.6,-0.75503397,-3.8557246,-1.2303843
2017-01-11,1.0971123,1.0,-1.2303843,-40.32784,-1.6356016
2017-01-12,0.5437861,1.0,-1.6356016,19.014427,-0.009698672
2017-01-13,-0.1431016,1.0,-0.009698672,-26.820925,-2.243028
2017-01-17,0.6773476,1.0,-2.243028,26.821022,1.8197842
2017-01-18,1.9020587,0.75,1.8197842,12.712792,2.1466835
2017-01-19,1.0335115,1.0,2.1466835,-1.4596041,-1.0935934
2017-01-20,2.3532264,1.0,-1.0935934,-23.702068,1.0383525
2017-01-23,1.8698609,0.2,1.0383525,-24.819927,2.1315207
2017-01-24,2.0225027,1.0,2.1315207,15.719754,0.4285991
2017-01-25,3.8828235,1.0,0.4285991,22.125349,1.7255579
2017-01-26,1.7172192,1.0,1.7255579,-12.23506,1.9334234
2017-01-27,0.7632085,0.5555555555555556,1.9334234,2.8761988,-1.5657182
2017-01-30,1.5836577,1.0,-1.5657182,5.086484,-0.76348066
2017-01-31,2.4433274,1.0,-0.76348066,-26.8643,4.3689165
2017-02-02,0.73935825,1.0,1.2637191,-18.09547,-0.8752961
2017-02-03,2.432727,1.0,-0.8752961,-22.865656,2.5616426
2017-02-06,1.8293154,0.6,2.5616426,35.956043,1.5514423
2017-02-07,1.3308449,0.8,1.5514423,47.251602,-0.43650463
2017-02-08,2.2538502,1.0,-0.43650463,-39.752674,-1.8800901
2017-02-09,1.4691764,1.0,-1.8800901,87.412254,-2.3715475
2017-02-10,1.7267593,1.0,-2.3715475,95.959496,-4.611884
2017-02-13,0.5008556,1.0,-4.611884,-28.488297,0.36909288
2017-02-14,0.87450975,0.7333333333333333,0.36909288,-27.956745,0.20223466
2017-02-15,1.1766132,1.0,0.20223466,-56.1479,-1.6054932
2017-02-16,1.164688,1.0,-1.6054932,73.49633,-0.018664958
2017-02-17,1.7172192,1.0,-0.018664958,-12.89232,3.5810926
2017-02-21,1.3594652,1.0,3.5810926,-2.091035,-0.15325144
2017-02-22,-0.5247059,1.0,-0.15325144,-21.411282,-9.272307
2017-02-23,0.8681497,1.0,-9.272307,267.2178,0.96531415
2017-02-24,1.1543529,1.0,0.96531415,-35.3436,2.9075356
2017-02-27,0.23850267,1.0,2.9075356,-30.537214,-2.8062677
2017-02-28,0.9655246,1.0,-2.8062677,-12.585966,1.2908809
2017-03-01,1.1311841,1.0,1.2908809,-19.277857,-3.687114
2017-03-02,1.1050624,0.6666666666666666,-3.687114,49.43067,-0.57576513
2017-03-03,1.2115935,1.0,-0.57576513,14.630163,-0.7721247
2017-03-06,1.168663,0.5,-0.7721247,2.1829739,1.0955269
2017-03-07,1.568155,0.75,1.0955269,-31.708708,-0.18228741
2017-03-08,1.2740659,0.9354838709677419,-0.18228741,5.852171,-0.020292887
2017-03-09,1.9236609,1.0,-0.020292887,-25.152494,0.58860534
2017-03-10,1.2488867,1.0,0.58860534,4.5349956,2.7542317
2017-03-13,1.5979679,1.0,2.7542317,54.907753,-0.06871943
2017-03-14,2.2061496,0.6666666666666666,-0.06871943,-32.56792,0.75650954
2017-03-15,0.8239183,0.6363636363636364,0.75650954,17.819378,1.2286876
2017-03-16,1.2640642,0.7142857142857143,1.2286876,-14.948068,2.177045
2017-03-17,1.8285204,1.0,2.177045,114.04855,3.1865723
2017-03-20,2.6712298,1.0,3.1865723,-33.144947,-3.2343278
2017-03-21,2.3532264,1.0,-3.2343278,22.030865,2.0394404
2017-03-22,0.8109091,1.0,2.0394404,-32.48223,-0.9068214
2017-03-23,2.785711,0.6,-0.9068214,-13.4288,0.35486084
2017-03-24,0.8490695,1.0,0.35486084,-17.68738,0.725765
2017-03-27,1.78877,1.0,0.725765,15.277361,-0.51731694
2017-03-28,2.2078533,0.42857142857142855,-0.51731694,-14.645392,-0.32500708
2017-03-29,1.259294,1.0,-0.32500708,-19.066515,1.9191349
2017-03-30,-0.023850266,1.0,1.9191349,50.155434,-0.42961282
2017-03-31,3.234096,1.0,-0.42961282,-16.121569,-0.5049177
2017-04-03,0.4293048,1.0,-0.5049177,1.0036116,-7.0123706
2017-04-04,0.5724064,1.0,-7.0123706,185.53204,-0.7441704
2017-04-05,0.5247059,1.0,-0.7441704,-41.23655,0.72975516
2017-04-06,0.8586096,0.8823529411764706,0.72975516,-14.982705,-0.42674413
2017-04-07,0.9480481,0.5,-0.42674413,-32.443005,-2.551596
2017-04-10,1.2163635,1.0,-2.551596,76.273224,0.35800692
2017-04-11,0.9579857,0.8333333333333334,0.35800692,-18.270283,-0.82552767
2017-04-12,1.7331194,0.3333333333333333,-0.82552767,-33.010864,-1.8703026
2017-04-13,2.0129626,0.6,-1.8703026,22.410479,3.9166255
2017-04-17,1.1448128,1.0,3.9166255,-1.8938946,0.060467612
2017-04-18,0.8705347,0.5,0.060467612,-25.573708,0.39279807
2017-04-19,2.4565775,1.0,0.39279807,2.8942277,1.5850865
2017-04-20,0.41737968,1.0,1.5850865,6.088838,0.41476476
2017-04-21,2.862032,1.0,0.41476476,-15.375628,1.2490088
2017-04-24,0.73935825,0.5,1.2490088,8.752369,1.7386949
2017-04-25,1.4105729,1.0,1.7386949,4.469905,-0.68740267
2017-04-26,0.85179526,1.0,-0.68740267,-15.816085,1.5574003
2017-04-27,2.657601,0.42857142857142855,1.5574003,-2.2336118,-1.2684793
2017-04-28,1.3594652,0.6666666666666666,-1.2684793,8.929622,2.2435296
2017-05-01,1.6599785,1.0,2.2435296,-11.634237,-2.9632316
2017-05-02,3.1601603,1.0,-2.9632316,104.71449,0.74411136
2017-05-03,1.6933689,1.0,0.74411136,-46.520798,-0.3836762
2017-05-04,5.549162,1.0,-0.3836762,-37.73063,0.009588648
2017-05-05,2.0034225,1.0,0.009588648,8.88516,-1.0494543
2017-05-08,1.3713903,1.0,-1.0494543,59.892834,0.16540462
2017-05-09,0.8681497,1.0,0.16540462,132.0863,17.825924
2017-05-10,1.2033544,0.9090909090909091,17.825924,151.16978,4.2954707
2017-05-11,1.1264664,0.7948717948717948,4.2954707,-8.891285,1.0988114
2017-05-12,0.7473084,1.0,1.0988114,-50.37509,5.019944
2017-05-15,0.8586096,1.0,5.019944,12.977083,1.861376
2017-05-16,1.7172192,1.0,1.861376,3.0490832,-6.644267
2017-05-17,1.3793404,0.8333333333333334,-6.644267,13.4440975,4.188849
2017-05-18,0.9921711,0.2,4.188849,-9.071803,2.309548
2017-05-19,1.3642353,0.6,2.309548,-11.907975,2.1322865
2017-05-22,0.8109091,0.7777777777777778,2.1322865,-17.848488,-1.3462528
2017-05-23,1.7410694,1.0,-1.3462528,-18.570227,1.123818
2017-05-24,1.4190909,1.0,1.123818,19.779581,-0.22372821
2017-05-25,0.86390966,1.0,-0.22372821,-25.46189,2.5893629
2017-05-26,1.4119358,0.2,2.5893629,28.099989,2.136165
2017-05-30,1.1335891,0.8823529411764706,2.136165,27.018507,-0.35890746
2017-05-31,2.3850267,1.0,-0.35890746,-10.340605,0.0069125234
2017-06-01,1.4151158,1.0,0.0069125234,-43.273872,-0.49876937
2017-06-02,1.4930267,1.0,-0.49876937,-3.1557198,3.04234
2017-06-05,1.609893,1.0,3.04234,67.68201,-0.45265716
2017-06-06,1.7649198,1.0,-0.45265716,-7.1751556,1.2080913
2017-06-07,0.011925133,1.0,1.2080913,-19.25802,7.2558794
2017-06-08,0.95401067,1.0,7.2558794,89.63781,-6.4648824
2017-06-09,1.0902979,0.42857142857142855,-6.4648824,217.87794,0.24727294
2017-06-12,1.2783743,1.0,0.24727294,-54.032898,0.9535597
2017-06-13,1.2243137,0.7777777777777778,0.9535597,-1.4743757,0.21133915
2017-06-14,0.34344384,1.0,0.21133915,-29.169676,0.42842472
2017-06-15,0.91823524,1.0,0.42842472,-18.639925,-0.4922461
2017-06-16,0.35510397,1.0,-0.4922461,-4.0322714,3.7594156
2017-06-19,2.051123,1.0,3.7594156,-15.869226,-0.1461751
2017-06-20,0.7214706,1.0,-0.1461751,40.770725,1.5150405
2017-06-21,1.4119358,1.0,1.5150405,-37.68262,-0.68980384
2017-06-22,1.10553,0.7647058823529411,-0.68980384,-31.278015,-2.8667157
2017-06-23,1.6695187,1.0,-2.8667157,132.04301,-1.0920869
2017-06-26,0.9335676,1.0,-1.0920869,-2.2623804,-3.66085
2017-06-27,0.94967425,1.0,-3.66085,-6.0592504,3.5270765
2017-06-28,0.74853146,1.0,3.5270765,-0.45463094,-3.3410254
2017-06-29,2.1942246,1.0,-3.3410254,6.9828777,-1.4453251
2017-06-30,1.2581016,1.0,-1.4453251,-31.318722,-3.6178842
2017-07-03,0.9301604,0.5,-3.6178842,-3.0076876,2.6699393
2017-07-05,1.082802,0.6,2.6699393,15.670623,0.30058762
2017-07-06,1.4991596,0.7142857142857143,0.30058762,-9.010617,2.2860296
2017-07-07,0.39114437,0.2,2.2860296,-12.235557,4.7288074
2017-07-10,1.1805882,1.0,4.7288074,46.34091,1.418365
2017-07-12,0.38160425,1.0,4.2532663,51.09162,-1.156852
2017-07-13,1.7331194,1.0,-1.156852,19.55313,2.6894114
2017-07-14,1.1448128,0.0,2.6894114,-31.201082,-0.42438352
2017-07-18,1.5741175,1.0,1.0411052,-16.56138,-0.51818585
2017-07-19,0.7632085,1.0,-0.51818585,-11.536362,1.4536523
